# frame_index,read_ok,t_before_read_ns,t_after_read_ns
808,1,30103040169704,30103064252735
809,1,30103064258218,30103084128270
810,1,30103084133939,30103104276694
811,1,30103104296061,30103124136905
812,1,30103124142687,30103144099758
813,1,30103144105421,30103164140271
814,1,30103164145793,30103184643303
815,1,30103184647866,30103204271648
816,1,30103204277104,30103224300356
817,1,30103224305526,30103244156688
818,1,30103244161885,30103264297786
819,1,30103264303459,30103284159306
820,1,30103284165056,30103304144406
821,1,30103304149528,30103324157314
822,1,30103324162746,30103344251727
823,1,30103344256571,30103364159278
824,1,30103364164668,30103384240367
825,1,30103384245672,30103404371179
826,1,30103404376632,30103424495318
827,1,30103424500835,30103444287561
828,1,30103444292459,30103464399500
829,1,30103464404511,30103484185304
830,1,30103484190836,30103504322749
831,1,30103504328263,30103524312314
832,1,30103524317558,30103544347356
833,1,30103544352196,30103564216314
834,1,30103564221697,30103584278803
835,1,30103584283672,30103604242149
836,1,30103604247624,30103624224271
837,1,30103624229616,30103644221721
838,1,30103644226846,30103664173276
839,1,30103664178664,30103684213744
840,1,30103684218657,30103704435234
841,1,30103704440415,30103724350632
842,1,30103724355598,30103744233140
843,1,30103744238067,30103764267135
844,1,30103764272559,30103784292571
845,1,30103784297599,30103808253793
846,1,30103808259282,30103828221719
847,1,30103828226505,30103848263955
848,1,30103848269339,30103868254081
849,1,30103868259580,30103888141138
850,1,30103888146649,30103908259600
851,1,30103908264563,30103928267233
852,1,30103928272625,30103948761350
853,1,30103948766942,30103967996434
854,1,30103968017154,30103988163130
855,1,30103988167846,30104009098552
856,1,30104009103080,30104028334865
857,1,30104028339732,30104048247035
858,1,30104048252335,30104068399545
859,1,30104068404543,30104088240018
860,1,30104088259126,30104108286228
861,1,30104108292903,30104128244537
862,1,30104128250019,30104147887385
863,1,30104147906427,30104168222535
